id	title	repro	review 1	review 3	review 2
214-Paper2425	Federated Medical Image Analysis with Virtual Sample Synthesis	All questions in the reproducibility checklist are positive and implementation details are given in the paper.		All questions in the reproducibility checklist are positive and implementation details are given in the paper.	
215-Paper0107	Federated Stain Normalization for Computational Pathology				
216-Paper1639	FedHarmony: Unlearning Scanner Bias with Distributed Data				
217-Paper0905	Few-shot Generation of Personalized Neural Surrogates for Cardiac Simulation via Bayesian Meta-Learning				
218-Paper0176	Few-shot Medical Image Segmentation Regularized with Self-reference and Contrastive Learning				
219-Paper0530	FFCNet: Fourier Transform-Based Frequency Learning and Complex Convolutional Network for Colon Disease Classification				
220-Paper1280	Fine-grained Correlation Loss for Regression	According to the checklist, the authors will opensource their codes in the future. In the paper, the authors also provide enough details for reproduction.		According to the checklist, the authors will opensource their codes in the future. In the paper, the authors also provide enough details for reproduction.	In the reproducibility checklist, the authors mentioned that the code has been made available or will release if this work is accepted. I think it is great if they release the code if this work is accepted. Unfortunately, there are no details regarding how the authors acquired data. I assume that the dataset was dedicated to this study since there are no citations or download links. If it is the case, it can be mentioned in the manuscript explicitly. The validations seem well-documented except for concern regarding the reported batch size, which has been explained in detail in the comments.
221-Paper0464	Flat-aware Cross-stage Distilled Framework for Imbalanced Medical Image Classification	Good. Experiments were performed on public datasets and the authors plan to release code after peer-review according to the checklist.			Good. Experiments were performed on public datasets and the authors plan to release code after peer-review according to the checklist.
222-Paper0166	Flexible Sampling for Long-tailed Skin Lesion Classification				
223-Paper1037	fMRI Neurofeedback Learning Patterns are Predictive of Personal and Clinical Traits				
224-Paper0656	Free Lunch for Surgical Video Understanding by Distilling Self-Supervisions				
225-Paper1550	Frequency-Aware Inverse-Consistent Deep Learning for OCT-Angiogram Super-Resolution				
226-Paper2446	From Images to Probabilistic Anatomical Shapes: A Deep Variational Bottleneck Approach				
227-Paper2489	FSE Compensated Motion Correction for MRI Using Data Driven Methods				
228-Paper2619	Fusing Modalities by Multiplexed Graph Neural Networks for Outcome Prediction in Tuberculosis				
229-Paper0029	FUSSNet: Fusing Two Sources of Uncertainty for Semi-Supervised Medical Image Segmentation				
230-Paper0398	GaitForeMer: Self-Supervised Pre-Training of Transformers via Human Motion Forecasting for Few-Shot Gait Impairment Severity Estimation				
231-Paper2241	GazeRadar: A Gaze and Radiomics-guided Disease Localization Framework				
232-Paper2084	Geometric Constraints for Self-supervised Monocular Depth Estimation on Laparoscopic Images with Dual-task Consistency	The authors have confirmed in the checklist that they will share the code to the public. The dataset used in the work is from a public challenge.	The authors have confirmed in the checklist that they will share the code to the public. The dataset used in the work is from a public challenge.		
233-Paper1173	Gigapixel Whole-Slide Images Classification using Locally Supervised Learning				
234-Paper1622	Global Multi-modal 2D/3D Registration via Local Descriptors Learning				
235-Paper1165	GradMix for nuclei segmentation and classification in imbalanced pathology image datasets				
236-Paper0770	Graph convolutional network with probabilistic spatial regression: application to craniofacial landmark detection from 3D photogrammetry				
237-Paper0826	Graph Emotion Decoding from Visually Evoked Neural Responses				
238-Paper1499	Graph-based Compression of Incomplete 3D Photoacoustic Data				
239-Paper1645	Greedy Optimization of Electrode Arrangement for Epiretinal Prostheses				
240-Paper1177	Hand Hygiene Quality Assessment using Image-to-Image Translation				
241-Paper2141	Harnessing Deep Bladder Tumor Segmentation with Logical Clinical Knowledge				
242-Paper0695	Hierarchical Brain Networks Decomposition via Prior Knowledge Guided Deep Belief Network				
243-Paper2461	Histogram-based unsupervised domain adaptation for medical image classification				
244-Paper2095	How Much to Aggregate: Learning Adaptive Node-wise Scales on Graphs for Brain Networks	According to the reproducibility checklist and information from the paper, the results should be reproducible after the potential acceptance.			According to the reproducibility checklist and information from the paper, the results should be reproducible after the potential acceptance.
245-Paper0053	Hybrid Graph Transformer for Tissue Microstructure Estimation with Undersampled Diffusion MRI Data				
246-Paper1120	Hybrid Spatio-Temporal Transformer Network for Predicting Ischemic Stroke Lesion Outcomes from 4D CT Perfusion Imaging				
247-Paper1527	Ideal Midsagittal Plane Detection using Deep Hough Plane Network for Brain Surgical Planning				
248-Paper1790	Identification of vascular cognitive impairment in adult moyamoya disease via integrated graph convolutional network				
249-Paper1279	Identify Consistent Imaging Genomic Biomarkers for Characterizing the Survival-associated Interactions between Tumor-infiltrating Lymphocytes and Tumors				
250-Paper1422	Identifying and Combating Bias in Segmentation Networks by leveraging multiple resolutions				
251-Paper2056	Identifying Phenotypic Concepts Discriminating Molecular Breast Cancer Sub-Types				
252-Paper0735	Implicit Neural Representations for Generative Modeling of Living Cell Shapes				
253-Paper1642	Implicit Neural Representations for Medical Imaging Segmentation	The source code is available according to the author's answer to the reproducibility checklist.		The source code is available according to the author's answer to the reproducibility checklist.	
254-Paper0867	Improved Domain Generalization for Cell Detection in Histopathology Images via Test-Time Stain Augmentation				
255-Paper2493	Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets				
256-Paper2533	Incorporating intratumoral heterogeneity into weakly-supervised deep learning models via variance pooling				
257-Paper0284	INSightR-Net: Interpretable Neural Network for Regression using Similarity-based Comparisons to Prototypical Examples				
258-Paper0807	InsMix: Towards Realistic Generative Data Augmentation for Nuclei Instance Segmentation				
259-Paper0939	Instrument-tissue Interaction Quintuple Detection in Surgery Videos				
260-Paper0943	Interaction-Oriented Feature Decomposition for Medical Image Lesion Detection				
261-Paper2064	Interpretable differential diagnosis for Alzheimer's disease and Frontotemporal dementia				
262-Paper0324	Interpretable Graph Neural Networks for Connectome-Based Brain Disorder Analysis	The submission meets all criteria on the reproducibility checklist.		The submission meets all criteria on the reproducibility checklist.	
263-Paper2611	Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators				
264-Paper0742	Interpretable signature of consciousness in resting-state functional network brain activity				
265-Paper1987	Intervention & Interaction Federated Abnormality Detection with Noisy Clients				
266-Paper1938	Intra-class Contrastive Learning Improves Computer Aided Diagnosis of Breast Cancer in Mammography				
267-Paper1542	Invertible Sharpening Network for MRI Reconstruction Enhancement				
268-Paper2202	Is a PET all you need? A multi-modal study for Alzheimer's disease using 3D CNNs				
269-Paper1711	iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images				
270-Paper0679	Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels				
271-Paper0179	Joint Graph Convolution for Analyzing Brain Structural and Functional Connectome				
272-Paper1464	Joint Modeling of Image and Label Statistics for Enhancing Model Generalizability of Medical Image Segmentation				
273-Paper1557	Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning				
274-Paper2040	Joint Region-Attention and Multi-Scale Transformer for Microsatellite Instability Detection from Whole Slide Images in Gastrointestinal Cancer				
275-Paper1974	Kernel Attention Transformer (KAT) for Histopathology Whole Slide Image Classification				
276-Paper0419	Key-frame Guided Network for Thyroid Nodule Recognition using Ultrasound Videos				
277-Paper0584	Knowledge Distillation to Ensemble Global and Interpretable Prototype-based Mammogram Classification Models	In the reproducibility checklist, the authors claim to release the training/evaluation codes with pretrained models which is a plus. Since the proposed method is a sophisticated ensemble learning framework with multiple loss functions, source code release could be a great help.		In the reproducibility checklist, the authors claim to release the training/evaluation codes with pretrained models which is a plus. Since the proposed method is a sophisticated ensemble learning framework with multiple loss functions, source code release could be a great help.	
278-Paper2211	Landmark-free Statistical Shape Modeling via Neural Flow Deformations				
279-Paper1397	Layer Ensembles: A Single-Pass Uncertainty Estimation in Deep Learning for Segmentation				
280-Paper1555	Learn to Ignore: Domain Adaptation for Multi-Site MRI Analysis				
281-Paper1959	Learning Incrementally to Segment Multiple Organs in a CT Image				
282-Paper2474	Learning iterative optimisation for deformable image registration of lung CT with recurrent convolutional networks				
283-Paper0492	Learning Robust Representation for Joint Grading of Ophthalmic Diseases via Adaptive Curriculum and Feature Disentanglement				
284-Paper1319	Learning self-calibrated optic disc and cup segmentation from multi-rater annotations				
285-Paper2366	Learning shape distributions from large databases of healthy organs: applications to zero-shot and few-shot abnormal pancreas detection				
286-Paper1507	Learning towards Synchronous Network Memorizability and Generalizability for Continual Segmentation across Multiple Sites				
287-Paper0967	Learning Tumor-Induced Deformations to Improve Tumor-Bearing Brain MR Segmentation				
288-Paper1591	Learning Underrepresented Classes from Decentralized Partially Labeled Medical Images				
289-Paper1723	Learning with Context Encoding for Single-Stage Cranial Bone Labeling and Landmark Localization				
290-Paper2333	Learning-based and unrolled motion-compensated reconstruction for cardiac MR CINE imaging				
291-Paper0256	Learning-based US-MR Liver Image Registration with Spatial Priors				
292-Paper1034	Lesion Guided Explainable Few Weak-shot Medical Report Generation	Authors provided a checklist for reproducibility. The description of the methods, implementation and validation studies are also satisfactory.		Authors provided a checklist for reproducibility. The description of the methods, implementation and validation studies are also satisfactory.	
293-Paper1939	Lesion-Aware Contrastive Representation Learning for Histopathology Whole Slide Images Analysis				
294-Paper0847	Lesion-aware Dynamic Kernel for Polyp Segmentation				
295-Paper0586	Less is More: Adaptive Curriculum Learning for Thyroid Nodule Diagnosis				
296-Paper1674	Leveraging Labeling Representations in Uncertainty-based Semi-supervised Segmentation				
297-Paper2800	LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening				
298-Paper2088	LifeLonger: A Benchmark for Continual Disease Classification	The code of the paper will be made available publicly.  From the checklist authors claim that the software framework and runtime/memory footprint statistics are included, however both are not included in the paper.	The code of the paper will be made available publicly.  From the checklist authors claim that the software framework and runtime/memory footprint statistics are included, however both are not included in the paper.		
299-Paper0447	LiftReg: Limited Angle 2D/3D Deformable Registration				
300-Paper2336	Light-weight spatio-temporal graphs for segmentation and ejection fraction prediction in cardiac ultrasound				
301-Paper2383	Local Attention Graph-based Transformer for Multi-target Genetic Alteration Prediction	The reproducibility of the paper is good. The authors provided necessary details from the reproducibility checklist.			The reproducibility of the paper is good. The authors provided necessary details from the reproducibility checklist.
302-Paper0578	Local Graph Fusion of Multi-View MR Images for Knee Osteoarthritis Diagnosis				
303-Paper0919	Localizing the Recurrent Laryngeal Nerve via Ultrasound with a Bayesian Shape Framework				
304-Paper1059	Local-Region and Cross-Dataset Contrastive Learning for Retinal Vessel Segmentation				
305-Paper1649	Longitudinal Infant Functional Connectivity Prediction via Conditional Intensive Triplet Network				
306-Paper2874	Long-tailed Multi-label Retinal Diseases Recognition via Relational Learning and Knowledge Distillation				
307-Paper1411	Low-Dose CT Reconstruction via Dual-Domain Learning and Controllable Modulation				
308-Paper0125	Low-Resource Adversarial Domain Adaptation for Cross-Modality Nucleus Detection				
309-Paper2658	LSSANet: A Long Short Slice-Aware Network for Pulmonary Nodule Detection				
310-Paper0217	MAL: Multi-modal attention learning for tumor diagnosis based on bipartite graph and multiple branches				
311-Paper2233	MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation				
312-Paper2849	Mapping in Cycles: Dual-Domain PET-CT Synthesis Framework with Cycle-Consistent Constraints	The description of the training details in this paper is insufficient. Moreover, the authors did not give any positive response regarding the code release in the reproducibility checklist. So I think this paper does not have good reproducibility.	The description of the training details in this paper is insufficient. Moreover, the authors did not give any positive response regarding the code release in the reproducibility checklist. So I think this paper does not have good reproducibility.		
313-Paper0549	Mask Rearranging Data Augmentation for 3D Mitochondria Segmentation				
314-Paper0438	MaxStyle: Adversarial Style Composition for Robust Medical Image Segmentation				
315-Paper0755	MCP-Net: Inter-frame Motion Correction with Patlak Regularization for Whole-body Dynamic PET				
316-Paper1909	Measurement-conditioned Denoising Diffusion Probabilistic Model for Under-sampled Medical Image Reconstruction				
317-Paper1138	Mesh-based 3D Motion Tracking in Cardiac MRI using Deep Learning				
318-Paper0422	Meta-hallucinator: Towards few-shot cross-modality cardiac image segmentation				
319-Paper2696	MIRST-DM: Multi-Instance RST with Drop-Max Layer for Robust Classification of Breast Cancer				
320-Paper1972	Mixed Reality and Deep Learning for External Ventricular Drainage Placement: a Fast and Automatic Workflow for Emergency Treatments				
321-Paper0363	mmFormer: Multimodal Medical Transformer for Incomplete Multimodal Learning of Brain Tumor Segmentation				
322-Paper0649	Modality-adaptive Feature Interaction for Brain Tumor Segmentation with Missing Modalities				
323-Paper1690	ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities				
324-Paper1665	Modelling Cycles in Brain Networks with the Hodge Laplacian				
325-Paper0964	Momentum Contrastive Voxel-wise Representation Learning for Semi-supervised Volumetric Medical Image Segmentation				
326-Paper2100	Morphology-Aware Interactive Keypoint Estimation				
327-Paper2818	Moving from 2D to 3D: volumetric medical image classification for rectal cancer staging				
328-Paper2326	MRI Reconstruction by Completing Under-sampled K-space Data with Learnable Fourier Interpolation				
329-Paper1984	mulEEG: A Multi-View Representation Learning on EEG Signals				
330-Paper0876	Multidimensional Hypergraph on Delineated Retinal Features for Pathological Myopia Task.	The reproducibility checklist was accurately filled out.  One thing that could improve reproducibility of the paper is to make the full code available after publication.		The reproducibility checklist was accurately filled out.  One thing that could improve reproducibility of the paper is to make the full code available after publication.	The checked points in the reproducibilty checklist match perfectly the information provided in the paper.
331-Paper1289	Multi-head Attention-based Masked Sequence Model for Mapping Functional Brain Networks				
332-Paper2758	Multi-institutional Investigation of Model Generalizability for Virtual Contrast-enhanced MRI Synthesis				
333-Paper0373	Multimodal Brain Tumor Segmentation Using Contrastive Learning based Feature Comparison with Monomodal Normal Brain Images	All the necessary checklist for the resproducibilty are provided.		All the necessary checklist for the resproducibilty are provided.	
334-Paper1961	Multimodal Contrastive Learning for Prospective Personalized Estimation of CT Organ Dose				
335-Paper2386	Multi-Modal Hypergraph Diffusion Network with Dual Prior for Alzheimer Classification				
336-Paper1841	Multi-Modal Masked Autoencoders for Medical Vision-and-Language Pre-Training				
337-Paper1488	Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network				
338-Paper1274	Multi-Modal Unsupervised Pre-Training for Surgical Operating Room Workflow Analysis	The authors present the method in such a manner that it should be reproducible. All the details provided on the checklist were truthful.	The authors present the method in such a manner that it should be reproducible. All the details provided on the checklist were truthful.		
339-Paper1682	Multimodal-GuideNet: Gaze-Probe Bidirectional Guidance in Obstetric Ultrasound Scanning	The experiments design and data generation are clearly described in the paper, which matches what the authors claimed in the reproducibility checklist.		The experiments design and data generation are clearly described in the paper, which matches what the authors claimed in the reproducibility checklist.	
340-Paper0966	Multiple Instance Learning with Mixed Supervision in Gleason Grading				
341-Paper0404	Multi-scale Super-resolution Magnetic Resonance Spectroscopic Imaging with Adjustable Sharpness				
342-Paper1789	Multiscale Unsupervised Retinal Edema Area Segmentation in OCT Images				
343-Paper2517	Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression				
344-Paper0613	Multi-Task Lung Nodule Detection in Chest Radiographs with a Dual Head Network				
345-Paper2559	Multi-task video enhancement for dental interventions				
346-Paper1336	Multi-TransSP: Multimodal Transformer for Survival Prediction of Nasopharyngeal Carcinoma Patients				
347-Paper0568	Multi-view Local Co-occurrence and Global Consistency Learning Improve Mammogram Classification Generalisation				
348-Paper0534	MUSCLE: Multi-task Self-supervised Continual Learning to Pre-train Deep Models for X-ray Images of Multiple Body Parts				
349-Paper0974	NAF: Neural Attenuation Fields for Sparse-View CBCT Reconstruction				
350-Paper0929	NerveFormer: A Cross-Sample Aggregation Network for Corneal Nerve Segmentation	The detailed network architecture is not included in the paper. But the authors commit to releasing the code in the reproducibility checklist.		The detailed network architecture is not included in the paper. But the authors commit to releasing the code in the reproducibility checklist.	
351-Paper0436	NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation				
352-Paper0117	Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis				
353-Paper1091	Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery				
354-Paper0240	Neuro-RDM: An Explainable Neural Network Landscape of Reaction-Diffusion Model for Cognitive Task Recognition	Upon reading the paper and the checklist, I found several inconsistencies. For example, I found no description of the parameter settings, architecture, range of parameter values, sensitivity to parameters, memory footprint or compute software in the paper.		Upon reading the paper and the checklist, I found several inconsistencies. For example, I found no description of the parameter settings, architecture, range of parameter values, sensitivity to parameters, memory footprint or compute software in the paper.	
355-Paper2027	Noise transfer for unsupervised domain adaptation of retinal OCT images				
356-Paper0041	Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image				
357-Paper1103	Non-iterative Coarse-to-fine Registration based on Single-pass Deep Cumulative Learning				
358-Paper0915	Nonlinear Conditional Time-varying Granger Causality of Task fMRI via Deep Stacking Networks and Adaptive Convolutional Kernels				
359-Paper0984	Nonlinear Regression of Remaining Surgical Duration via Bayesian LSTM-based Deep Negative Correlation Learning				
360-Paper0560	NVUM: Non-Volatile Unbiased Memory for Robust Medical Image Classification				
361-Paper2729	On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs	The paper describes the generation of point clouds using Slicer3D. More detail would help with respect to filters and marching operations used to segment the CT data. Answers to reproducibility checklist make sense and the authors do a good job explaining the algorithm and tools they used.	The paper describes the generation of point clouds using Slicer3D. More detail would help with respect to filters and marching operations used to segment the CT data. Answers to reproducibility checklist make sense and the authors do a good job explaining the algorithm and tools they used.		
362-Paper0175	On the Dataset Quality Control for Image Registration Evaluation				
363-Paper1718	On the Uncertain Single-View Depths in Colonoscopies				
364-Paper0816	One-Shot Segmentation of Novel White Matter Tracts via Extensive Data Augmentation	The authors use open available data of the HPC. The authors use TractSeg as backbone, for which code is available. No code is provided in for the framework their paper is based on, nor in their paper. However, mathematical definitions are provided and based on the checklist the reproducibility seems to be given.			The authors use open available data of the HPC. The authors use TractSeg as backbone, for which code is available. No code is provided in for the framework their paper is based on, nor in their paper. However, mathematical definitions are provided and based on the checklist the reproducibility seems to be given.
365-Paper0658	Online Easy Example Mining for Weakly-supervised Gland Segmentation from Histology Images				
366-Paper1267	Online Reflective Learning for Robust Medical Image Segmentation				
367-Paper1419	OnlyCaps-Net, a capsule only based neural network for 2D and 3D semantic segmentation				
368-Paper0347	Only-Train-Once MR Fingerprinting for Magnetization Transfer Contrast Quantification				
369-Paper1164	Opinions Vary? Diagnosis First!				
370-Paper2723	Opportunistic Incidence Prediction of Multiple Chronic Diseases from Abdominal CT Imaging Using Multi-Task Learning				
371-Paper0303	Optimal MRI Undersampling Patterns for Pathology Localization				
372-Paper0371	Optimal Transport based Ordinal Pattern Tree Kernel for Brain Disease Diagnosis				
373-Paper0654	ORF-Net: Deep Omni-supervised Rib Fracture Detection from Chest CT Scans				
374-Paper1581	Orientation-guided Graph Convolutional Network for Bone Surface Segmentation	The paper has a reasonable level of repeatability, providing details about the hyperparameters and systems used. The authors also indicate that code will be made available. The dataset appears to be acquired internally but the authors indicate in the reproducibility checklist that the dataset could be accessed by others.		The paper has a reasonable level of repeatability, providing details about the hyperparameters and systems used. The authors also indicate that code will be made available. The dataset appears to be acquired internally but the authors indicate in the reproducibility checklist that the dataset could be accessed by others.	
375-Paper2185	Orientation-Shared Convolution Representation for CT Metal Artifact Learning				
376-Paper1923	Out-of-Distribution Detection for Long-tailed and Fine-grained Skin Lesion Images				
377-Paper0142	Overlooked Trustworthiness of Saliency Maps				
378-Paper0938	Parameter-free latent space transformer for zero-shot bidirectional cross-modality liver segmentation				
379-Paper1793	Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation				
380-Paper1843	Patch-wise Deep Metric Learning for Unsupervised Low-Dose CT Denoising				
381-Paper1020	PD-DWI: Predicting response to neoadjuvant chemotherapy in invasive breast cancer with Physiologically-Decomposed Diffusion-Weighted MRI machine-learning model				
382-Paper1435	Personalized Diagnostic Tool for Thyroid Cancer Classification using Multi-view Ultrasound				
383-Paper2497	Personalized dMRI Harmonization on Cortical Surface				
384-Paper0842	PET denoising and uncertainty estimation based on NVAE model using quantile regression loss	"The authors ticked ""Yes"" for most items of the reproductibility checklist, which is sometimes in contradiction with what is provided in the paper (e.g. range of hyper-parameters considered). It seems that the code will be made available."	"The authors ticked ""Yes"" for most items of the reproductibility checklist, which is sometimes in contradiction with what is provided in the paper (e.g. range of hyper-parameters considered). It seems that the code will be made available."		
385-Paper0844	PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation				
386-Paper0288	Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography				
387-Paper0495	Physiological Model based Deep Learning Framework for Cardiac TMP Recovery				
388-Paper2184	Physiology-based simulation of the retinal vasculature enables annotation-free segmentation of OCT angiographs				
389-Paper0677	Point Beyond Class: A Benchmark for Weakly Semi-Supervised Abnormality Localization in Chest X-Rays	The author did not mention the code in the paper, but according to the checklist, it seems they will release the code after acceptation. Please make clear. I suggest that at least release the splitting of the training set and the test set, which may help in pursuing the goal of setting a benchmark for the field.	The author did not mention the code in the paper, but according to the checklist, it seems they will release the code after acceptation. Please make clear. I suggest that at least release the splitting of the training set and the test set, which may help in pursuing the goal of setting a benchmark for the field.		
390-Paper0008	Poisson2Sparse: Self-Supervised Poisson Denoising From a Single Image				
391-Paper2552	Pose-based Tremor Classification for Parkinson's Disease Diagnosis from Video				
392-Paper0672	Position-prior Clustering-based Self-attention Module for Knee Cartilage Segmentation				
393-Paper0764	Predicting molecular traits from tissue morphology through self-interactive multi-instance learning				
394-Paper1668	Predicting Spatio-Temporal Human Brain Response Using fMRI				
395-Paper1700	Privacy Preserving Image Registration				
396-Paper0683	ProCo: Prototype-aware Contrastive Learning for Long-tailed Medical Image Classification				
397-Paper1110	Prognostic Imaging Biomarker Discovery in Survival Analysis for Idiopathic Pulmonary Fibrosis				
398-Paper0362	Progression models for imaging data with Longitudinal Variational Auto Encoders				
399-Paper1523	Progressive Deep Segmentation of Coronary Artery via Hierarchical Topology Learning				
400-Paper0603	Progressive Subsampling for Oversampled Data - Application to Quantitative MRI				
401-Paper2710	Prostate Cancer Histology Synthesis using StyleGAN Latent Space Annotation				
402-Paper1589	PRO-TIP: Phantom for RObust automatic ultrasound calibration by TIP detection				
403-Paper1074	Prototype Learning of Inter-network Connectivity for ASD Diagnosis and Personalized Analysis	Reproducibility is fairly good - based on the checklist/submission it appears code will be shared with acceptance. However, there is some missing experimental analysis (e.g. parameter sensitivity, statistical significance, when does method fail) that could be added to improve the paper.		Reproducibility is fairly good - based on the checklist/submission it appears code will be shared with acceptance. However, there is some missing experimental analysis (e.g. parameter sensitivity, statistical significance, when does method fail) that could be added to improve the paper.	
404-Paper0648	Pseudo Bias-Balanced Learning for Debiased Chest X-ray Classification	The authors provide all the source code in the checklist and supplemental materials. And they use public dataset which is beneficial for reproducing the work.		The authors provide all the source code in the checklist and supplemental materials. And they use public dataset which is beneficial for reproducing the work.	
405-Paper1613	Radiological Reports Improve Pre-Training for Localized Imaging Tasks on Chest X-Rays				
406-Paper1231	RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization				
407-Paper0281	Real-Time 3D Reconstruction of Human Vocal Folds via High-Speed Laser-Endoscopy				
408-Paper2438	Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos				
409-Paper0524	Reducing Positional Variance in Cross-sectional Abdominal CT Slices with Deep Conditional Generative Models				
410-Paper1513	RefineNet: An Automated Framework to Generate Task and Subject-Specific Brain Parcellations for Resting-State fMRI Analysis				
411-Paper2050	Region Proposal Rectification Towards Robust Instance Segmentation of Biological Images				
412-Paper2308	Region-guided CycleGANs for Stain Transfer in Whole Slide Images				
413-Paper1821	Regression Metric Loss: Learning a Semantic Representation Space for Medical Images				
414-Paper1003	Reinforcement Learning Driven Intra-modal and Inter-modal Representation Learning for 3D Medical Image Classification				
415-Paper1608	Reinforcement learning for active modality selection during diagnosis				
416-Paper2249	Reliability of quantification estimates in MR Spectroscopy: CNNs vs. traditional model fitting				
417-Paper0724	Reliability-aware Contrastive Self-ensembling for Semi-supervised Medical Image Classification				
418-Paper0235	ReMix: A General and Efficient Framework for Multiple Instance Learning based Whole Slide Image Classification				
419-Paper1023	RemixFormer: A Transformer Model for Precision Skin Tumor Differential Diagnosis via Multi-modal Imaging and Non-imaging Data				
420-Paper0090	Removal of Confounders via Invariant Risk Minimization for Medical Diagnosis				
421-Paper2844	RepsNet: Combining Vision with Language for Automated Medical Reports				
422-Paper1632	Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI				
423-Paper2639	Rethinking Breast Lesion Segmentation in Ultrasound: A New Video Dataset and A Baseline Network				
424-Paper0739	Rethinking Surgical Captioning: End-to-End Window-Based MLP Transformer Using Patches				
425-Paper0641	Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need				
426-Paper2077	Retrieval of surgical phase transitions using reinforcement learning				
427-Paper1808	Revealing Continuous Brain Dynamical Organization with Multimodal Graph Transformer				
428-Paper0359	Rib Suppression in Digital Chest Tomosynthesis				
429-Paper2294	Robust Segmentation of Brain MRI in the Wild with Hierarchical CNNs and no Retraining				
430-Paper0042	RPLHR-CT Dataset and Transformer Baseline for Volumetric Super-Resolution from CT Scans				
431-Paper2738	RT-DNAS: Real-time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation	Ok. Authors mention in the reproducibility checklist that the code will be available.		Ok. Authors mention in the reproducibility checklist that the code will be available.	
432-Paper2234	RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment				
433-Paper0279	S3R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification				
434-Paper0610	S5CL: Unifying Fully-Supervised, Self-Supervised, and Semi-Supervised Learning Through Hierarchical Contrastive Learning				
435-Paper0710	Sample hardness based gradient loss for long-tailed cervical cell detection				
436-Paper0559	SAPJNet: Sequence-Adaptive Prototype-Joint Network for Small Sample Multi-Sequence MRI Diagnosis				
437-Paper0153	SATr: Slice Attention with Transformer for Universal Lesion Detection				
438-Paper2686	Scale-Equivariant Unrolled Neural Networks for Data-Efficient Accelerated MRI Reconstruction				
439-Paper1966	Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity				
440-Paper1416	Scribble2D5: Weakly-Supervised Volumetric Image Segmentation via Scribble Annotations				
441-Paper0453	Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision				
442-Paper1998	SD-LayerNet: Semi-supervised retinal layer segmentation in OCT using disentangled representation with anatomical priors				
443-Paper1826	SeATrans: Learning Segmentation-Assisted diagnosis model via Transformer	The authors have used public data and they will make their code public, according to their answers in the checklist. So I believe their work is reproducible.		The authors have used public data and they will make their code public, according to their answers in the checklist. So I believe their work is reproducible.	
444-Paper2257	Segmentation of Whole-brain Tractography: A Deep Learning Algorithm Based on 3D Raw Curve Points				
445-Paper1676	Self-Ensembling Vision Transformer (SEViT) for Robust Medical Image Classification	As listed reproducibility checklist, the work should be in good reproducibility.		As listed reproducibility checklist, the work should be in good reproducibility.	
446-Paper1504	Self-learning and One-shot Learning based Single-slice Annotation for 3D Medical Image Segmentation				
447-Paper1341	SelfMix: A Self-adaptive Data Augmentation Method for Lesion Segmentation				
448-Paper2822	Self-Rating Curriculum Learning for Localization and Segmentation of Tuberculosis on Chest Radiograph				
449-Paper0442	Self-supervised 3D anatomy segmentation using self-distilled masked image transformer (SMIT)				
450-Paper1766	Self-supervised 3D Patient Modeling with Multi-modal Attentive Fusion				
451-Paper0450	Self-Supervised Depth Estimation in Laparoscopic Image using 3D Geometric Consistency				
452-Paper2634	Self-Supervised Learning of Morphological Representation for 3D EM Segments with Cluster-Instance Correlations				
453-Paper2043	Self-Supervised Pre-Training for Nuclei Segmentation				
454-Paper0106	Semi-supervised histological image segmentation via hierarchical consistency enforcement				
455-Paper0597	Semi-supervised Learning for Nerve Segmentation in Corneal Confocal Microscope Photography				
