category		clarity	clarity	clarity	rate	rate	rate	confidence	confidence	confidence	rate rebuttal	rate rebuttal	rate rebuttal
137-Paper2350	Deep Reinforcement Learning for Detection of Inner Ear Abnormal Anatomy in Computed Tomography	Good	Good	Very Good	6	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	6	Not Answered
138-Paper2325	Deep Reinforcement Learning for Small Bowel Path Tracking using Different Types of Annotations	Good	Very Good	Very Good	5	6	6	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
139-Paper0232	Deep treatment response assessment and prediction of colorectal cancer liver metastases	Very Good	Very Good	Good	7	6	3	Very confident	Very confident	Very confident	7	Not Answered	Not Answered
140-Paper0637	DeepCRC: Colorectum and Colorectal Cancer Segmentation in CT Scans via Deep Colorectal Coordinate Transform	Very Good	Very Good	Very Good	6	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
141-Paper0970	Deep-learning Based T1 and T2 Quantification from Undersampled Magnetic Resonance Fingerprinting Data to Track Tracer Kinetics in Small Laboratory Animals	Very Good	Very Good	Excellent	7	4	7	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
142-Paper2133	DeepMIF: Deep learning based cell profiling for multispectral immunofluorescence images with graphical user interface	Good	Excellent	Very Good	4	6	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
143-Paper1080	DeepPyramid: Enabling Pyramid View and Deformable Pyramid Reception for Semantic Segmentation in Cataract Surgery Videos	Very Good	Very Good	Good	5	4	4	Confident but not absolutely certain	Very confident	Very confident	6	Not Answered	6
144-Paper0626	DeepRecon: Joint 2D Cardiac Segmentation and 3D Volume Reconstruction via A Structure-Specific Generative Method	Very Good	Satisfactory	Good	6	4	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	4	Not Answered
145-Paper1802	Deformer: Towards Displacement Field Learning for Unsupervised Medical Image Registration	Very Good	Very Good	Very Good	5	4	5	Very confident	Very confident	Somewhat Confident	5	Not Answered	Not Answered
146-Paper0151	Degradation-invariant Enhancement of Fundus Images via Pyramid Constraint Network	Very Good	Good	Good	3	5	5	Very confident	Confident but not absolutely certain	Very confident	4	Not Answered	Not Answered
147-Paper0429	Delving into Local Features for Open-Set Domain Adaptation in Fundus Image Analysis	Very Good	Good	Good	6	5	4	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	Not Answered	6	5
148-Paper0702	Denoising for Relaxing: Unsupervised Domain Adaptive Fundus Image Segmentation without Source Data	Very Good	Good	Very Good	6	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
149-Paper0796	Denoising of 3D MR images using a voxel-wise hybrid residual MLP-CNN model to improve small lesion diagnostic confidence	Very Good	Good	Good	7	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
150-Paper0632	DentalPointNet: Landmark Localization on High-Resolution 3D Digital Dental Models	Very Good	Very Good	Very Good	5	5	6	Confident but not absolutely certain	Somewhat Confident	Very confident	N/A	N/A	N/A
151-Paper0408	DeSD: Self-Supervised Learning with Deep Self-Distillation for 3D Medical Image Segmentation	Satisfactory	Very Good	Very Good	3	4	5	Very confident	Very confident	Very confident	Not Answered	5	Not Answered
152-Paper1127	DeStripe: A Self2Self Spatio-Spectral Graph Neural Network with Unfolded Hessian for Stripe Artifact Removal in Light-sheet Microscopy	Satisfactory	Very Good	Very Good	5	6	7	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
153-Paper1579	Detecting Aortic Valve Pathology from the 3-Chamber Cine Cardiac MRI View	Very Good	Poor	Very Good	7	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
154-Paper1426	DEUE: Delta Ensemble Uncertainty Estimation for a More Robust Estimation of Ejection Fraction	Very Good	Excellent	Good	5	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
155-Paper0164	DGMIL: Distribution Guided Multiple Instance Learning for Whole Slide Image Classification	Good	Very Good	Good	5	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	5	5
156-Paper0682	Did You Get What You Paid For? Rethinking Annotation Cost of Deep Learning Based Computer Aided Detection in Chest Radiographs	Very Good	Very Good	Very Good	6	6	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
157-Paper0467	Diffusion Deformable Model for 4D Temporal Medical Image Generation	Good	Excellent	Excellent	6	6	6	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
158-Paper0704	Diffusion Models for Medical Anomaly Detection	Very Good	Excellent	Very Good	4	6	5	Very confident	Very confident	Very confident	5	6	Not Answered
159-Paper1952	Digestive Organ Recognition in Video Capsule Endoscopy based on Temporal Segmentation Network	Good	Very Good	Very Good	5	4	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	4	5
160-Paper1447	Discrepancy and Gradient-guided Multi-Modal Knowledge Distillation for Pathological Glioma Grading	Very Good	Very Good	Very Good	7	8	7	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
161-Paper0659	Discrepancy-based Active Learning for Weakly Supervised Bleeding Segmentation in Wireless Capsule Endoscopy Images	Satisfactory	Very Good	Satisfactory	5	6	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
162-Paper0353	Disentangle then Calibrate: Selective Treasure Sharing for Generalized Rare Disease Diagnosis	Very Good	Very Good	Very Good	6	6	5	Confident but not absolutely certain	Somewhat Confident	Very confident	N/A	N/A	N/A
163-Paper2193	DisQ: Disentangling Quantitative MRI Mapping of the Heart	Excellent	Very Good	Good	7	6	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
164-Paper0323	Distilling Knowledge from Topological Representations for Pathological Complete Response Prediction	Poor	Good	Very Good	6	5	6	Very confident	Very confident	Very confident	N/A	N/A	N/A
165-Paper1029	Domain Adaptive Mitochondria Segmentation via Enforcing Inter-Section Consistency	Good	Good	Good	6	3	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	4	7
166-Paper1242	Domain Adaptive Nuclei Instance Segmentation and Classification via Category-aware Feature Alignment and Pseudo-labelling	Good	Satisfactory	Very Good	5	5	5	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
167-Paper0127	Domain Specific Convolution and High Frequency Reconstruction based Unsupervised Domain Adaptation for Medical Image Segmentation	Very Good	Very Good	Very Good	6	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	6	6
168-Paper1315	Domain-Adaptive 3D Medical Image Synthesis: An Efficient Unsupervised Approach	Very Good	Satisfactory	Excellent	4	5	7	Confident but not absolutely certain	Somewhat Confident	Very confident	5	5	7
169-Paper0992	Domain-Prior-Induced Structural MRI Adaptation for Clinical Progression Prediction of Subjective Cognitive Decline	Very Good	Good	Excellent	3	5	8	Very confident	Confident but not absolutely certain	Very confident	3	Not Answered	Not Answered
170-Paper1693	DOMINO: Domain-aware Model Calibration in Medical Image Segmentation	Excellent	Excellent		8	5		Very confident	Very confident		N/A	N/A	
171-Paper0021	Double-Uncertainty Guided Spatial and Temporal Consistency Regularization Weighting for Learning-based Abdominal Registration	Excellent	Good	Good	6	6	3	Very confident	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
172-Paper1456	DRGen: Domain Generalization in Diabetic Retinopathy Classification	Good	Good	Good	5	4	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
173-Paper1510	DS3-Net: Difficulty-perceived Common-to-T1ce Semi-Supervised Multimodal MRI Synthesis Network	Satisfactory	Good	Satisfactory	5	6	4	Somewhat Confident	Very confident	Somewhat Confident	6	Not Answered	5
174-Paper0950	DSP-Net: Deeply-Supervised Pseudo-Siamese Network for Dynamic Angiographic Image Matching	Very Good	Good	Excellent	5	6	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
175-Paper1389	DSR: Direct Simultaneous Registration for Multiple 3D Images	Very Good	Very Good	Very Good	5	7	6	Very confident	Very confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
176-Paper0333	Dual-Branch Squeeze-Fusion-Excitation Module for Cross-Modality Registration of Cardiac SPECT and CT	Excellent	Satisfactory	Excellent	6	6	7	Very confident	Very confident	Very confident	Not Answered	Not Answered	7
177-Paper0838	Dual-Distribution Discrepancy for Anomaly Detection in Chest X-Rays	Excellent	Very Good	Very Good	5	6	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
178-Paper1476	Dual-graph Learning Convolutional Networks for Interpretable Alzheimer's Disease Diagnosis	Excellent	Good	Excellent	7	5	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
179-Paper1430	Dual-HINet: Dual Hierarchical Integration Network of Multigraphs for Connectional Brain Template Learning	Good	Good	Poor	5	5	3	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	4
180-Paper1066	DuDoCAF: Dual-Domain Cross-Attention Fusion with Recurrent Transformer for Fast Multi-contrast MR Imaging	Very Good	Good	Good	6	4	6	Very confident	Very confident	Very confident	6	Not Answered	Not Answered
181-Paper0434	Dynamic Bank Learning for Semi-supervised Federated Image Diagnosis with Class Imbalance	Excellent	Very Good	Very Good	6	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
182-Paper2304	EchoCoTr: Estimation of the Left Ventricular Ejection Fraction from Spatiotemporal Echocardiography	Good	Good	Excellent	3	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	4	Not Answered	7
183-Paper1732	EchoGNN: Explainable Ejection Fraction Estimation with Graph Neural Networks	Excellent	Very Good	Very Good	7	6	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
184-Paper0300	Edge-oriented Point-cloud Transformer for 3D Intracranial Aneurysm Segmentation	Very Good	Good	Excellent	7	4	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
185-Paper1159	Effective Opportunistic Esophageal Cancer Screening using Noncontrast CT Imaging	Good	Excellent	Very Good	5	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
186-Paper2172	Efficient Bayesian Uncertainty Estimation for nnU-Net	Excellent	Excellent	Good	6	7	3	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	5
187-Paper0368	Efficient Biomedical Instance Segmentation via Knowledge Distillation	Very Good	Excellent	Excellent	5	7	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
188-Paper2377	Efficient population based hyperparameter scheduling for medical image segmentation	Very Good	Good	Very Good	5	4	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	4	5
189-Paper2746	Electron Microscope Image Registration using Laplacian Sharpening Transformer U-Net	Good	Very Good	Very Good	5	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
190-Paper0420	Embedding Gradient-based Optimization in Image Registration Networks	Good	Good	Good	4	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	6	Not Answered
191-Paper1872	Embedding Human Brain Function via Transformer	Very Good	Satisfactory	Very Good	6	3	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	7	3	5
192-Paper1262	End-to-End cell recognition by point annotation	Poor	Good	Good	4	5	5	Very confident	Somewhat Confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
193-Paper0791	End-to-End Evidential-Efficient Net for Radiomics Analysis of Brain MRI to Predict Oncogene Expression and Overall Survival	Very Good	Poor	Very Good	7	2	6	Very confident	Very confident	Confident but not absolutely certain	6	Not Answered	6
194-Paper0506	End-to-end Learning for Image-based Detection of Molecular Alterations in Digital Pathology	Very Good	Very Good	Good	5	3	5	Confident but not absolutely certain	Very confident	Somewhat Confident	5	6	Not Answered
195-Paper2010	End-to-end Multi-Slice-to-Volume Concurrent Registration and Multimodal Generation	Excellent	Poor	Very Good	7	3	5	Somewhat Confident	Very confident	Very confident	N/A	N/A	N/A
196-Paper1271	End-to-End Segmentation of Medical Images via Patch-wise Polygons Prediction	Poor	Poor	Satisfactory	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
197-Paper2651	Enforcing connectivity of 3D linear structures using their 2D projections	Very Good	Very Good	Satisfactory	6	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	7	Not Answered	4
198-Paper1940	Enhancing model generalization for substantia nigra segmentation using a test-time normalization-based method	Satisfactory	Excellent	Good	2	8	5	Confident but not absolutely certain	Very confident	Somewhat Confident	4	Not Answered	Not Answered
199-Paper1749	Ensembled Prediction of Rheumatic Heart Disease from Ungated Doppler Echocardiography Acquired in Low-Resource Settings	Good	Excellent	Satisfactory	4	7	5	Confident but not absolutely certain	Very confident	Very confident	5	Not Answered	6
200-Paper0439	Estimating Model Performance under Domain Shifts with Class-Specific Confidence Scores	Satisfactory	Very Good	Excellent	2	5	6	Very confident	Very confident	Confident but not absolutely certain	Not Answered	6	6
201-Paper1563	Evidence fusion with contextual discounting for multi-modality medical image segmentation	Very Good	Very Good	Poor	3	7	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	Not Answered
202-Paper0960	Evolutionary Multi-objective Architecture Search Framework: Application to COVID-19 3D CT Classification	Satisfactory	Very Good	Satisfactory	3	6	4	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	Not Answered	6	Not Answered
203-Paper1856	Explainable Contrastive Multiview Graph Representation of Brain, Mind, and Behavior	Satisfactory	Very Good	Very Good	3	6	7	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	6
204-Paper2558	Explaining Chest X-ray Pathologies in Natural Language	Very Good	Good	Satisfactory	5	4	6	Somewhat Confident	Somewhat Confident	Very confident	N/A	N/A	N/A
205-Paper0081	Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation	Very Good	Excellent	Satisfactory	5	6	4	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	7	4
206-Paper2742	Extended Electrophysiological Source Imaging with Spatial Graph Filters	Good	Very Good	Very Good	5	6	7	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
207-Paper2316	FairPrune: Achieving Fairness Through Pruning for Dermatological Disease Diagnosis	Good	Very Good	Excellent	6	5	7	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
208-Paper2313	Fast Automatic Liver Tumor Radiofrequency Ablation Planning via Learned Physics Model	Very Good	Good	Very Good	6	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
209-Paper2730	Fast FF-to-FFPE Whole Slide Image Translation via Laplacian Pyramid and Contrastive Learning	Very Good	Good	Good	5	4	6	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	5	Not Answered
210-Paper2428	Fast Spherical Mapping of Cortical Surface Meshes using Deep Unsupervised Learning	Good	Very Good	Excellent	4	6	7	Very confident	Very confident	Very confident	4	Not Answered	Not Answered
211-Paper1680	Fast Unsupervised Brain Anomaly Detection and Segmentation with Diffusion Models	Good	Excellent	Good	5	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	7	5
212-Paper2777	Feature Re-calibration based Multiple Instance Learning for Whole Slide Image Classification	Very Good	Very Good	Satisfactory	7	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
213-Paper2407	Feature robustness and sex differences in medical imaging: a case study in MRI-based Alzheimer's disease detection	Very Good	Good	Excellent	3	2	6	Very confident	Very confident	Very confident	Not Answered	Not Answered	7
214-Paper2425	Federated Medical Image Analysis with Virtual Sample Synthesis	Good	Excellent	Good	5	7	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
215-Paper0107	Federated Stain Normalization for Computational Pathology	Good	Good	Very Good	4	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	6
216-Paper1639	FedHarmony: Unlearning Scanner Bias with Distributed Data	Good	Excellent	Very Good	5	7	5	Very confident	Somewhat Confident	Somewhat Confident	N/A	N/A	N/A
217-Paper0905	Few-shot Generation of Personalized Neural Surrogates for Cardiac Simulation via Bayesian Meta-Learning	Good	Satisfactory	Good	6	4	4	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	Not Answered	Not Answered	5
218-Paper0176	Few-shot Medical Image Segmentation Regularized with Self-reference and Contrastive Learning	Very Good	Good	Excellent	3	6	5	Very confident	Very confident	Very confident	5	Not Answered	Not Answered
219-Paper0530	FFCNet: Fourier Transform-Based Frequency Learning and Complex Convolutional Network for Colon Disease Classification	Very Good	Satisfactory	Very Good	4	4	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	Not Answered	5
220-Paper1280	Fine-grained Correlation Loss for Regression	Satisfactory	Very Good	Good	3	7	4	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	7	5
221-Paper0464	Flat-aware Cross-stage Distilled Framework for Imbalanced Medical Image Classification	Very Good	Excellent	Very Good	5	6	5	Confident but not absolutely certain	Somewhat Confident	Very confident	N/A	N/A	N/A
222-Paper0166	Flexible Sampling for Long-tailed Skin Lesion Classification	Very Good	Very Good	Good	7	5	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
223-Paper1037	fMRI Neurofeedback Learning Patterns are Predictive of Personal and Clinical Traits	Good	Very Good	Satisfactory	5	7	5	Very confident	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
224-Paper0656	Free Lunch for Surgical Video Understanding by Distilling Self-Supervisions	Good	Very Good	Good	6	5	5	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
225-Paper1550	Frequency-Aware Inverse-Consistent Deep Learning for OCT-Angiogram Super-Resolution	Very Good	Good	Good	5	3	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	4	5
226-Paper2446	From Images to Probabilistic Anatomical Shapes: A Deep Variational Bottleneck Approach	Excellent	Good	Very Good	7	5	5	Confident but not absolutely certain	Somewhat Confident	Somewhat Confident	N/A	N/A	N/A
227-Paper2489	FSE Compensated Motion Correction for MRI Using Data Driven Methods	Good	Excellent	Very Good	5	7	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
228-Paper2619	Fusing Modalities by Multiplexed Graph Neural Networks for Outcome Prediction in Tuberculosis	Excellent	Good	Very Good	7	7	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
229-Paper0029	FUSSNet: Fusing Two Sources of Uncertainty for Semi-Supervised Medical Image Segmentation	Good	Satisfactory	Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	4	6	Not Answered
230-Paper0398	GaitForeMer: Self-Supervised Pre-Training of Transformers via Human Motion Forecasting for Few-Shot Gait Impairment Severity Estimation	Good	Very Good	Very Good	5	5	5	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
231-Paper2241	GazeRadar: A Gaze and Radiomics-guided Disease Localization Framework	Poor	Very Good	Satisfactory	5	6	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
232-Paper2084	Geometric Constraints for Self-supervised Monocular Depth Estimation on Laparoscopic Images with Dual-task Consistency	Satisfactory	Good	Very Good	5	6	5	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
233-Paper1173	Gigapixel Whole-Slide Images Classification using Locally Supervised Learning	Very Good	Poor	Excellent	5	4	7	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	3	Not Answered
234-Paper1622	Global Multi-modal 2D/3D Registration via Local Descriptors Learning	Good	Very Good	Good	5	5	5	Somewhat Confident	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
235-Paper1165	GradMix for nuclei segmentation and classification in imbalanced pathology image datasets	Good	Very Good	Very Good	4	6	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	6	6
236-Paper0770	Graph convolutional network with probabilistic spatial regression: application to craniofacial landmark detection from 3D photogrammetry	Very Good	Excellent	Satisfactory	6	7	3	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	6	Not Answered
237-Paper0826	Graph Emotion Decoding from Visually Evoked Neural Responses	Satisfactory	Excellent	Good	5	5	5	Confident but not absolutely certain	Very confident	Somewhat Confident	Not Answered	Not Answered	4
238-Paper1499	Graph-based Compression of Incomplete 3D Photoacoustic Data	Satisfactory	Good	Very Good	4	3	5	Somewhat Confident	Confident but not absolutely certain	Very confident	Not Answered	5	Not Answered
239-Paper1645	Greedy Optimization of Electrode Arrangement for Epiretinal Prostheses	Excellent	Very Good	Good	6	4	6	Very confident	Somewhat Confident	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
240-Paper1177	Hand Hygiene Quality Assessment using Image-to-Image Translation	Very Good	Good	Excellent	6	4	5	Somewhat Confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
241-Paper2141	Harnessing Deep Bladder Tumor Segmentation with Logical Clinical Knowledge	Good	Very Good	Very Good	7	7	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
242-Paper0695	Hierarchical Brain Networks Decomposition via Prior Knowledge Guided Deep Belief Network	Good	Good	Very Good	6	4	7	Very confident	Somewhat Confident	Confident but not absolutely certain	Not Answered	Not Answered	7
243-Paper2461	Histogram-based unsupervised domain adaptation for medical image classification	Very Good	Good	Excellent	7	4	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
244-Paper2095	How Much to Aggregate: Learning Adaptive Node-wise Scales on Graphs for Brain Networks	Poor	Good	Very Good	4	5	5	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	Not Answered	5	Not Answered
245-Paper0053	Hybrid Graph Transformer for Tissue Microstructure Estimation with Undersampled Diffusion MRI Data	Very Good	Excellent	Excellent	7	7	7	Very confident	Very confident	Very confident	N/A	N/A	N/A
246-Paper1120	Hybrid Spatio-Temporal Transformer Network for Predicting Ischemic Stroke Lesion Outcomes from 4D CT Perfusion Imaging	Very Good	Very Good	Good	6	6	3	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	6	6	4
247-Paper1527	Ideal Midsagittal Plane Detection using Deep Hough Plane Network for Brain Surgical Planning	Good	Good	Satisfactory	5	6	5	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
248-Paper1790	Identification of vascular cognitive impairment in adult moyamoya disease via integrated graph convolutional network	Very Good	Satisfactory	Very Good	4	5	7	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
249-Paper1279	Identify Consistent Imaging Genomic Biomarkers for Characterizing the Survival-associated Interactions between Tumor-infiltrating Lymphocytes and Tumors	Very Good	Very Good	Very Good	7	7	7	Very confident	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
250-Paper1422	Identifying and Combating Bias in Segmentation Networks by leveraging multiple resolutions	Excellent	Very Good	Excellent	7	5	5	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
251-Paper2056	Identifying Phenotypic Concepts Discriminating Molecular Breast Cancer Sub-Types	Very Good	Excellent	Excellent	6	7	4	Very confident	Confident but not absolutely certain	Very confident	N/A	N/A	N/A
252-Paper0735	Implicit Neural Representations for Generative Modeling of Living Cell Shapes	Very Good	Excellent	Very Good	7	7	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	N/A	N/A	N/A
253-Paper1642	Implicit Neural Representations for Medical Imaging Segmentation	Good	Good	Very Good	4	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Very confident	Not Answered	Not Answered	7
254-Paper0867	Improved Domain Generalization for Cell Detection in Histopathology Images via Test-Time Stain Augmentation	Satisfactory	Very Good	Good	4	5	6	Very confident	Confident but not absolutely certain	Confident but not absolutely certain	5	5	6
255-Paper2493	Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets	Very Good	Good	Satisfactory	6	5	4	Somewhat Confident	Somewhat Confident	Somewhat Confident	Not Answered	6	Not Answered
256-Paper2533	Incorporating intratumoral heterogeneity into weakly-supervised deep learning models via variance pooling	Very Good	Good	Very Good	6	5	6	Confident but not absolutely certain	Somewhat Confident	Confident but not absolutely certain	N/A	N/A	N/A
257-Paper0284	INSightR-Net: Interpretable Neural Network for Regression using Similarity-based Comparisons to Prototypical Examples	Excellent	Good	Very Good	6	4	5	Very confident	Very confident	Somewhat Confident	Not Answered	Not Answered	Not Answered
258-Paper0807	InsMix: Towards Realistic Generative Data Augmentation for Nuclei Instance Segmentation	Excellent	Good	Very Good	7	6	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
259-Paper0939	Instrument-tissue Interaction Quintuple Detection in Surgery Videos	Satisfactory	Very Good	Very Good	3	6	5	Confident but not absolutely certain	Very confident	Somewhat Confident	Not Answered	Not Answered	Not Answered
260-Paper0943	Interaction-Oriented Feature Decomposition for Medical Image Lesion Detection	Good	Satisfactory	Good	5	4	5	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	5	5
261-Paper2064	Interpretable differential diagnosis for Alzheimer's disease and Frontotemporal dementia	Excellent	Good	Good	7	3	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
262-Paper0324	Interpretable Graph Neural Networks for Connectome-Based Brain Disorder Analysis	Very Good	Very Good	Excellent	6	6	6	Very confident	Very confident	Confident but not absolutely certain	N/A	N/A	N/A
263-Paper2611	Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators	Good	Very Good	Very Good	4	5	6	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	Not Answered
264-Paper0742	Interpretable signature of consciousness in resting-state functional network brain activity	Good	Good	Excellent	5	3	8	Confident but not absolutely certain	Very confident	Very confident	Not Answered	Not Answered	Not Answered
265-Paper1987	Intervention & Interaction Federated Abnormality Detection with Noisy Clients	Excellent	Very Good	Very Good	7	5	7	Confident but not absolutely certain	Confident but not absolutely certain	Somewhat Confident	N/A	N/A	N/A
266-Paper1938	Intra-class Contrastive Learning Improves Computer Aided Diagnosis of Breast Cancer in Mammography	Good	Very Good	Excellent	6	7	7	Confident but not absolutely certain	Very confident	Very confident	N/A	N/A	N/A
267-Paper1542	Invertible Sharpening Network for MRI Reconstruction Enhancement	Satisfactory	Very Good	Good	4	7	6	Very confident	Very confident	Very confident	Not Answered	Not Answered	6
268-Paper2202	Is a PET all you need? A multi-modal study for Alzheimer's disease using 3D CNNs	Good	Excellent	Very Good	5	6	5	Very confident	Very confident	Very confident	N/A	N/A	N/A
269-Paper1711	iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images	Good	Very Good	Excellent	5	7	7	Very confident	Very confident	Very confident	6	Not Answered	6
270-Paper0679	Joint Class-Affinity Loss Correction for Robust Medical Image Segmentation with Noisy Labels	Satisfactory	Good	Very Good	4	5	6	Confident but not absolutely certain	Very confident	Confident but not absolutely certain	5	6	Not Answered
271-Paper0179	Joint Graph Convolution for Analyzing Brain Structural and Functional Connectome	Good	Good	Good	4	6	4	Confident but not absolutely certain	Confident but not absolutely certain	Confident but not absolutely certain	Not Answered	Not Answered	5
